SalesOrderID,SubTotal,TaxAmt,Freight
64964,53.99,4.3192,1.3498
65013,2406.0,192.48,60.15
64969,64.97,5.1976,1.6243
64976,17.27,1.3816,0.4318
65002,2364.96,189.1968,59.124
64994,59.27,4.7416,1.4818
64970,21.49,1.7192,0.5373
64951,120.0,9.6,3.0
64980,89.97,7.1976,2.2493
65643,29.98,2.3984,0.7495
65641,60.47,4.8376,1.5118
65648,29.99,2.3992,0.7498
65665,604.96,48.3968,15.124
65629,7.95,0.636,0.1988
66165,134.98,10.7984,3.3745
66182,35.0,2.8,0.875
66190,2326.96,186.1568,58.174
66188,2518.25,201.46,62.9563
66174,56.97,4.5576,1.4243
66197,2393.06,191.4448,59.8265
66198,1120.49,89.6392,28.0123
66170,123.98,9.9184,3.0995
66173,58.98,4.7184,1.4745
66155,58.98,4.7184,1.4745
66661,49.97,3.9976,1.2493
66660,29.99,2.3992,0.7498
66667,163.99,13.1192,4.0998
66693,1775.47,142.0376,44.3868
67111,56.97,4.5576,1.4243
67101,49.97,3.9976,1.2493
67135,2453.04,196.2432,61.326
67097,193.98,15.5184,4.8495
67096,36.59,2.9272,0.9148
67753,1249.84,99.9872,31.246
67722,54.96,4.3968,1.374
67740,2322.28,185.7824,58.057
67736,2354.98,188.3984,58.8745
67739,2376.96,190.1568,59.424
67732,804.48,64.3584,20.112
67735,2316.97,185.3576,57.9243
68235,124.97,9.9976,3.1243
68242,2294.99,183.5992,57.3748
68256,2443.55,195.484,61.0888
68238,56.97,4.5576,1.4243
68207,35.23,2.8184,0.8808
68213,101.95,8.156,2.5488
68261,1785.97,142.8776,44.6493
68219,166.28,13.3024,4.157
68802,1725.98,138.0784,43.1495
68755,78.96,6.3168,1.974
68798,1149.47,91.9576,28.7368
69234,1179.97,94.3976,29.4993
69194,89.91,7.1928,2.2478
69188,94.48,7.5584,2.362
69215,2369.97,189.5976,59.2493
69191,123.48,9.8784,3.087
69213,71.97,5.7576,1.7993
69960,21.49,1.7192,0.5373
69962,58.47,4.6776,1.4618
69982,2329.98,186.3984,58.2495
69994,1324.32,105.9456,33.108
69977,42.28,3.3824,1.057
69999,565.47,45.2376,14.1368
69985,2405.95,192.476,60.1488
70533,14.23,1.1384,0.3558
70560,71.96,5.7568,1.799
70547,68.49,5.4792,1.7123
70585,2428.29,194.2632,60.7073
70588,1750.98,140.0784,43.7745
70546,59.98,4.7984,1.4995
70586,1174.48,93.9584,29.362
71106,2.29,0.1832,0.0573
71113,32.6,2.608,0.815
71121,159.99,12.7992,3.9998
71112,32.6,2.608,0.815
71111,32.6,2.608,0.815
71139,565.47,45.2376,14.1368
71621,1750.98,140.0784,43.7745
71611,2433.04,194.6432,60.826
71617,1205.47,96.4376,30.1368
71574,2.29,0.1832,0.0573
71582,94.48,7.5584,2.362
71620,1700.99,136.0792,42.5248
71618,1793.47,143.4776,44.8368
71576,71.58,5.7264,1.7895
71597,2380.47,190.4376,59.5118
71598,2319.99,185.5992,57.9998
71575,31.27,2.5016,0.7818
71600,2329.99,186.3992,58.2498
72348,1750.98,140.0784,43.7745
72345,1170.48,93.6384,29.262
72288,58.98,4.7184,1.4745
72319,2369.96,189.5968,59.249
72303,96.46,7.7168,2.4115
72290,29.48,2.3584,0.737
72347,1760.47,140.8376,44.0118
72291,33.98,2.7184,0.8495
72882,64.47,5.1576,1.6118
72901,75.97,6.0776,1.8993
72936,1779.47,142.3576,44.4868
72898,39.99,3.1992,0.9998
72923,2393.06,191.4448,59.8265
72852,49.99,3.9992,1.2498
72933,1729.97,138.3976,43.2493
72906,2351.96,188.1568,58.799
72875,91.95,7.356,2.2988
72927,1347.79,107.8232,33.6948
72934,1725.48,138.0384,43.137
72939,1754.98,140.3984,43.8745
72878,54.98,4.3984,1.3745
72903,80.94,6.4752,2.0235
73524,29.99,2.3992,0.7498
73568,777.34,62.1872,19.4335
73552,94.98,7.5984,2.3745
73562,2384.96,190.7968,59.624
73520,38.88,3.1104,0.972
73555,2416.43,193.3144,60.4108
73570,2536.54,202.9232,63.4135
73538,96.46,7.7168,2.4115
73574,1179.97,94.3976,29.4993
73528,123.98,9.9184,3.0995
73571,603.49,48.2792,15.0873
73537,103.48,8.2784,2.587
73534,15.23,1.2184,0.3808
73525,34.98,2.7984,0.8745
73962,36.27,2.9016,0.9068
73996,2404.91,192.3928,60.1228
74013,1193.95,95.516,29.8488
73941,58.98,4.7184,1.4745
74012,1179.97,94.3976,29.4993
74009,612.95,49.036,15.3238
74017,1700.99,136.0792,42.5248
73995,848.47,67.8776,21.2118
73999,2318.96,185.5168,57.974
74014,1120.49,89.6392,28.0123
73969,9.99,0.7992,0.2498
73989,2362.27,188.9816,59.0568
73963,33.43,2.6744,0.8358
73964,34.98,2.7984,0.8745
74335,39.99,3.1992,0.9998
74334,99.47,7.9576,2.4868
74312,88.97,7.1176,2.2243
74318,132.97,10.6376,3.3243
74564,114.96,9.1968,2.874
74581,89.96,7.1968,2.249
74567,72.93,5.8344,1.8233
74819,38.88,3.1104,0.972
74839,30.97,2.4776,0.7743
74815,60.47,4.8376,1.5118
74814,53.99,4.3192,1.3498
51265,2375.95,190.076,59.3988
51264,2420.46,193.6368,60.5115
51396,902.98,72.2384,22.5745
51401,792.34,63.3872,19.8085
51398,2319.99,185.5992,57.9998
51521,742.35,59.388,18.5588
51517,2457.33,196.5864,61.4333
51647,2399.97,191.9976,59.9993
51657,1170.48,93.6384,29.262
51648,2309.97,184.7976,57.7493
51645,643.47,51.4776,16.0868
51655,548.98,43.9184,13.7245
52147,2359.92,188.7936,58.998
52135,71.97,5.7576,1.7993
52123,120.0,9.6,3.0
52560,61.97,4.9576,1.5493
52572,1169.46,93.5568,29.2365
52570,608.96,48.7168,15.224
52936,22.93,1.8344,0.5733
52958,777.34,62.1872,19.4335
52939,113.97,9.1176,2.8493
52951,56.97,4.5576,1.4243
52956,2294.99,183.5992,57.3748
53325,35.0,2.8,0.875
53326,37.29,2.9832,0.9323
53307,49.97,3.9976,1.2493
53328,902.46,72.1968,22.5615
53304,40.22,3.2176,1.0055
53340,1120.49,89.6392,28.0123
53306,29.99,2.3992,0.7498
53898,56.97,4.5576,1.4243
53893,64.47,5.1576,1.6118
53889,9.99,0.7992,0.2498
53884,2.29,0.1832,0.0573
54356,29.93,2.3944,0.7483
54358,2396.96,191.7568,59.924
54354,35.0,2.8,0.875
54340,80.96,6.4768,2.024
54330,53.99,4.3192,1.3498
54800,2492.32,199.3856,62.308
54782,29.99,2.3992,0.7498
54784,233.23,18.6584,5.8308
54790,89.97,7.1976,2.2493
54775,62.98,5.0384,1.5745
54776,63.97,5.1176,1.5993
54779,25.48,2.0384,0.637
54815,1120.49,89.6392,28.0123
55113,59.98,4.7984,1.4995
55114,12.94,1.0352,0.3235
55128,635.93,50.8744,15.8983
55131,804.48,64.3584,20.112
55100,33.98,2.7184,0.8495
55112,128.97,10.3176,3.2243
55136,600.46,48.0368,15.0115
55124,56.97,4.5576,1.4243
55632,119.98,9.5984,2.9995
55656,24.27,1.9416,0.6068
55658,71.97,5.7576,1.7993
55661,2370.96,189.6768,59.274
55672,2422.54,193.8032,60.5635
55629,191.27,15.3016,4.7818
55660,769.49,61.5592,19.2373
55671,1283.82,102.7056,32.0955
55675,562.96,45.0368,14.074
56102,1754.98,140.3984,43.8745
56101,1754.98,140.3984,43.8745
56105,845.46,67.6368,21.1365
56119,563.77,45.1016,14.0943
56080,67.2,5.376,1.68
56074,83.97,6.7176,2.0993
56068,120.0,9.6,3.0
56537,548.98,43.9184,13.7245
56534,1263.82,101.1056,31.5955
56497,63.97,5.1176,1.5993
56536,588.96,47.1168,14.724
56531,751.34,60.1072,18.7835
56504,32.28,2.5824,0.807
56499,195.27,15.6216,4.8818
56511,71.97,5.7576,1.7993
56510,56.97,4.5576,1.4243
56896,2376.96,190.1568,59.424
56904,548.98,43.9184,13.7245
56878,29.93,2.3944,0.7483
56871,29.98,2.3984,0.7495
56866,187.98,15.0384,4.6995
56895,2354.99,188.3992,58.8748
56894,614.96,49.1968,15.374
57496,37.27,2.9816,0.9318
57514,30.97,2.4776,0.7743
57500,119.98,9.5984,2.9995
57495,38.88,3.1104,0.972
57502,56.97,4.5576,1.4243
57915,43.97,3.5176,1.0993
57917,25.22,2.0176,0.6305
57938,814.71,65.1768,20.3678
57937,845.46,67.6368,21.1365
57916,106.95,8.556,2.6738
57935,36.96,2.9568,0.924
57947,564.48,45.1584,14.112
57921,64.47,5.1576,1.6118
58381,90.47,7.2376,2.2618
58364,36.93,2.9544,0.9233
58391,605.21,48.4168,15.1303
58409,2447.05,195.764,61.1763
58392,1700.99,136.0792,42.5248
58363,2.29,0.1832,0.0573
58398,2465.95,197.276,61.6488
58707,127.95,10.236,3.1988
58760,2334.98,186.7984,58.3745
58724,29.48,2.3584,0.737
58723,29.48,2.3584,0.737
58756,1891.26,151.3008,47.2815
58751,71.97,5.7576,1.7993
58759,2329.98,186.3984,58.2495
58769,1120.49,89.6392,28.0123
58725,29.48,2.3584,0.737
58709,120.0,9.6,3.0
58737,124.99,9.9992,3.1248
59454,2316.97,185.3576,57.9243
59470,2398.05,191.844,59.9513
59426,37.93,3.0344,0.9483
59473,2447.05,195.764,61.1763
59430,32.28,2.5824,0.807
59466,742.35,59.388,18.5588
59452,2454.97,196.3976,61.3743
59423,23.78,1.9024,0.5945
59436,56.97,4.5576,1.4243
60020,2354.98,188.3984,58.8745
60002,29.99,2.3992,0.7498
59995,71.58,5.7264,1.7895
60009,141.98,11.3584,3.5495
60027,742.35,59.388,18.5588
60031,1184.46,94.7568,29.6115
60034,1184.46,94.7568,29.6115
60029,563.77,45.1016,14.0943
60539,84.47,6.7576,2.1118
60557,1725.48,138.0384,43.137
60551,2319.26,185.5408,57.9815
60554,548.98,43.9184,13.7245
60532,67.59,5.4072,1.6898
60556,1204.46,96.3568,30.1115
60522,120.0,9.6,3.0
61049,38.88,3.1104,0.972
61051,147.28,11.7824,3.682
61047,84.96,6.7968,2.124
61048,49.48,3.9584,1.237
61087,2483.03,198.6424,62.0758
61091,1764.96,141.1968,44.124
61074,2374.98,189.9984,59.3745
61633,2457.33,196.5864,61.4333
61620,64.47,5.1576,1.6118
61621,46.47,3.7176,1.1618
61616,78.48,6.2784,1.962
61640,756.33,60.5064,18.9083
61641,2469.05,197.524,61.7263
61647,1174.48,93.9584,29.362
61605,62.98,5.0384,1.5745
61637,2319.99,185.5992,57.9998
61642,2461.55,196.924,61.5388
62099,44.22,3.5376,1.1055
62104,155.08,12.4064,3.877
62147,751.34,60.1072,18.7835
62150,638.95,51.116,15.9738
62108,44.98,3.5984,1.1245
62101,64.97,5.1976,1.6243
62100,33.98,2.7184,0.8495
62132,579.97,46.3976,14.4993
62103,29.99,2.3992,0.7498
62620,2344.26,187.5408,58.6065
62590,84.47,6.7576,2.1118
62595,42.84,3.4272,1.071
62598,99.96,7.9968,2.499
62596,32.6,2.608,0.815
63023,49.97,3.9976,1.2493
63049,786.57,62.9256,19.6643
63038,155.47,12.4376,3.8868
63054,724.47,57.9576,18.1118
63046,2294.99,183.5992,57.3748
63043,2367.93,189.4344,59.1983
63042,2329.99,186.3992,58.2498
63024,94.48,7.5584,2.362
63018,31.73,2.5384,0.7933
63027,45.95,3.676,1.1488
63056,1750.98,140.0784,43.7745
63053,2393.06,191.4448,59.8265
63729,2394.97,191.5976,59.8743
63725,39.99,3.1992,0.9998
63716,86.96,6.9568,2.174
63728,2400.95,192.076,60.0238
63739,1228.83,98.3064,30.7208
63717,71.97,5.7576,1.7993
63743,1700.99,136.0792,42.5248
63727,589.96,47.1968,14.749
63744,1763.97,141.1176,44.0993
64234,2398.05,191.844,59.9513
64212,2542.31,203.3848,63.5578
64215,2397.95,191.836,59.9488
64197,32.28,2.5824,0.807
64213,889.47,71.1576,22.2368
64211,71.97,5.7576,1.7993
64230,756.33,60.5064,18.9083
64216,2331.95,186.556,58.2988
64192,2.29,0.1832,0.0573
65063,2439.99,195.1992,60.9998
65039,37.93,3.0344,0.9483
65061,902.98,72.2384,22.5745
65046,71.97,5.7576,1.7993
65037,60.47,4.8376,1.5118
65725,2344.26,187.5408,58.6065
65690,30.48,2.4384,0.762
65693,71.58,5.7264,1.7895
65703,35.96,2.8768,0.899
65700,128.97,10.3176,3.2243
65688,21.49,1.7192,0.5373
65697,9.99,0.7992,0.2498
65718,39.99,3.1992,0.9998
66218,100.09,8.0072,2.5023
66231,51.46,4.1168,1.2865
66220,45.58,3.6464,1.1395
66223,193.98,15.5184,4.8495
66216,64.47,5.1576,1.6118
66722,123.98,9.9184,3.0995
66757,624.97,49.9976,15.6243
66711,2.29,0.1832,0.0573
66712,2.29,0.1832,0.0573
67170,24.27,1.9416,0.6068
67162,23.97,1.9176,0.5993
67183,2316.97,185.3576,57.9243
67191,751.34,60.1072,18.7835
67159,67.59,5.4072,1.6898
67783,3.99,0.3192,0.0998
67796,128.97,10.3176,3.2243
67788,60.47,4.8376,1.5118
67834,1700.99,136.0792,42.5248
67789,71.58,5.7264,1.7895
67819,2340.94,187.2752,58.5235
67833,1725.98,138.0784,43.1495
67787,36.27,2.9016,0.9068
68320,61.97,4.9576,1.5493
68294,119.96,9.5968,2.999
68319,35.0,2.8,0.875
68335,1174.48,93.9584,29.362
68300,133.49,10.6792,3.3373
68317,91.97,7.3576,2.2993
68318,96.46,7.7168,2.4115
68305,90.47,7.2376,2.2618
68296,49.97,3.9976,1.2493
68333,583.97,46.7176,14.5993
68334,1174.48,93.9584,29.362
68337,1763.97,141.1176,44.0993
68325,2316.97,185.3576,57.9243
68829,30.48,2.4384,0.762
68840,17.27,1.3816,0.4318
68872,751.34,60.1072,18.7835
68838,94.48,7.5584,2.362
68874,556.93,44.5544,13.9233
68835,149.98,11.9984,3.7495
68857,2318.96,185.5168,57.974
69292,769.49,61.5592,19.2373
69258,10.24,0.8192,0.256
69261,42.97,3.4376,1.0743
69268,23.97,1.9176,0.5993
69288,2329.98,186.3984,58.2495
69275,124.99,9.9992,3.1248
70044,22.93,1.8344,0.5733
70065,839.48,67.1584,20.987
70041,32.28,2.5824,0.807
70079,1174.48,93.9584,29.362
70060,579.97,46.3976,14.4993
70035,67.93,5.4344,1.6983
70080,1179.47,94.3576,29.4868
70037,33.98,2.7184,0.8495
70644,2369.96,189.5968,59.249
70660,1151.76,92.1408,28.794
70663,1763.97,141.1176,44.0993
70661,1120.49,89.6392,28.0123
70638,2396.94,191.7552,59.9235
70662,1183.47,94.6776,29.5868
70607,2.29,0.1832,0.0573
70640,2341.46,187.3168,58.5365
70614,36.59,2.9272,0.9148
70637,564.99,45.1992,14.1248
71185,2379.47,190.3576,59.4868
71209,561.48,44.9184,14.037
71184,784.47,62.7576,19.6118
71205,2393.06,191.4448,59.8265
71186,2341.97,187.3576,58.5493
71165,49.97,3.9976,1.2493
71169,85.95,6.876,2.1488
71213,1700.99,136.0792,42.5248
71183,2391.96,191.3568,59.799
71642,100.09,8.0072,2.5023
71661,81.46,6.5168,2.0365
71680,722.77,57.8216,18.0693
71639,30.48,2.4384,0.762
71679,2398.05,191.844,59.9513
71665,564.99,45.1992,14.1248
72424,2398.05,191.844,59.9513
72396,614.47,49.1576,15.3618
72403,2371.96,189.7568,59.299
72407,2376.45,190.116,59.4113
72369,31.27,2.5016,0.7818
72404,2391.94,191.3552,59.7985
72398,585.94,46.8752,14.6485
72973,62.98,5.0384,1.5745
73018,2418.05,193.444,60.4513
73621,1237.82,99.0256,30.9455
73626,624.95,49.996,15.6238
73615,2294.99,183.5992,57.3748
74065,804.48,64.3584,20.112
74081,2438.06,195.0448,60.9515
74048,133.49,10.6792,3.3373
74059,42.28,3.3824,1.057
74043,36.27,2.9016,0.9068
74062,99.47,7.9576,2.4868
74063,2329.98,186.3984,58.2495
74047,74.46,5.9568,1.8615
74348,34.98,2.7984,0.8745
74362,37.29,2.9832,0.9323
74349,106.93,8.5544,2.6733
74352,79.47,6.3576,1.9868
74603,67.97,5.4376,1.6993
74600,9.99,0.7992,0.2498
74615,99.47,7.9576,2.4868
74594,48.97,3.9176,1.2243
74864,128.97,10.3176,3.2243
74857,83.97,6.7176,2.0993
74843,6.28,0.5024,0.157
75066,92.48,7.3984,2.312
75076,39.47,3.1576,0.9868
75080,133.49,10.6792,3.3373
75074,71.58,5.7264,1.7895
75081,76.97,6.1576,1.9243
75071,32.27,2.5816,0.8068
75078,73.96,5.9168,1.849
51277,2329.98,186.3984,58.2495
51275,2351.96,188.1568,58.799
51414,2525.94,202.0752,63.1485
51664,806.76,64.5408,20.169
51670,2447.05,195.764,61.1763
52182,119.98,9.5984,2.9995
52179,49.97,3.9976,1.2493
52208,567.76,45.4208,14.194
52173,29.98,2.3984,0.7495
52174,37.27,2.9816,0.9318
52172,36.59,2.9272,0.9148
52610,759.29,60.7432,18.9823
52587,12.98,1.0384,0.3245
52609,861.44,68.9152,21.536
52995,81.46,6.5168,2.0365
52979,36.59,2.9272,0.9148
52997,589.98,47.1984,14.7495
53368,49.97,3.9976,1.2493
53362,49.99,3.9992,1.2498
53369,132.97,10.6376,3.3243
53351,7.95,0.636,0.1988
53388,1728.27,138.2616,43.2068
53365,119.96,9.5968,2.999
53395,1188.46,95.0768,29.7115
53370,64.47,5.1576,1.6118
53364,31.27,2.5016,0.7818
53367,29.99,2.3992,0.7498
53934,32.6,2.608,0.815
53931,49.99,3.9992,1.2498
53960,85.48,6.8384,2.137
53938,37.27,2.9816,0.9318
53933,130.46,10.4368,3.2615
53958,37.29,2.9832,0.9323
53936,44.54,3.5632,1.1135
54425,2398.05,191.844,59.9513
54399,119.98,9.5984,2.9995
54416,1808.45,144.676,45.2113
54392,88.97,7.1176,2.2243
54835,32.6,2.608,0.815
54829,10.24,0.8192,0.256
54859,42.28,3.3824,1.057
54871,615.47,49.2376,15.3868
54864,2354.98,188.3984,58.8745
54872,1184.46,94.7568,29.6115
54843,58.98,4.7184,1.4745
55173,839.48,67.1584,20.987
55148,2.29,0.1832,0.0573
55172,75.97,6.0776,1.8993
55709,89.97,7.1976,2.2493
55730,563.77,45.1016,14.0943
55702,29.99,2.3992,0.7498
55689,2.29,0.1832,0.0573
55696,49.48,3.9584,1.237
55698,74.45,5.956,1.8613
55701,29.99,2.3992,0.7498
55693,113.46,9.0768,2.8365
55707,89.97,7.1976,2.2493
55716,42.28,3.3824,1.057
56149,94.46,7.5568,2.3615
56155,68.49,5.4792,1.7123
56140,60.47,4.8376,1.5118
56143,96.07,7.6856,2.4018
56141,32.27,2.5816,0.8068
56170,198.99,15.9192,4.9748
56144,34.89,2.7912,0.8723
56176,2394.97,191.5976,59.8743
56177,2369.96,189.5968,59.249
56184,561.92,44.9536,14.048
56142,38.88,3.1104,0.972
56568,45.95,3.676,1.1488
56574,89.98,7.1984,2.2495
56557,37.27,2.9816,0.9318
56583,2316.97,185.3576,57.9243
56563,125.46,10.0368,3.1365
56589,548.98,43.9184,13.7245
56952,553.97,44.3176,13.8493
56911,7.95,0.636,0.1988
56951,742.35,59.388,18.5588
56923,49.97,3.9976,1.2493
57545,3.99,0.3192,0.0998
57580,2319.99,185.5992,57.9998
57586,756.33,60.5064,18.9083
57565,37.29,2.9832,0.9323
57549,32.27,2.5816,0.8068
57979,49.97,3.9976,1.2493
57997,804.48,64.3584,20.112
58001,2396.96,191.7568,59.924
57974,38.88,3.1104,0.972
58015,1174.48,93.9584,29.362
58014,607.96,48.6368,15.199
57994,81.46,6.5168,2.0365
57999,893.47,71.4776,22.3368
57967,2.29,0.1832,0.0573
58012,2384.07,190.7256,59.6018
58438,23.97,1.9176,0.5993
58433,38.88,3.1104,0.972
58443,15.23,1.2184,0.3808
58452,1778.47,142.2776,44.4618
58463,756.33,60.5064,18.9083
58454,1754.98,140.3984,43.8745
58789,29.98,2.3984,0.7495
58801,45.95,3.676,1.1488
58808,35.0,2.8,0.875
58813,2376.97,190.1576,59.4243
58793,32.28,2.5824,0.807
58794,73.96,5.9168,1.849
59538,71.97,5.7576,1.7993
59571,1779.47,142.3576,44.4868
59545,614.96,49.1968,15.374
59515,193.98,15.5184,4.8495
59548,2365.23,189.2184,59.1308
59512,29.98,2.3984,0.7495
59537,39.99,3.1992,0.9998
59528,65.96,5.2768,1.649
59542,928.49,74.2792,23.2123
59543,839.46,67.1568,20.9865
59568,600.46,48.0368,15.0115
59569,548.98,43.9184,13.7245
59563,2398.05,191.844,59.9513
60095,2332.28,186.5824,58.307
60097,2344.96,187.5968,58.624
60091,29.93,2.3944,0.7483
60109,562.96,45.0368,14.074
60069,124.99,9.9992,3.1248
60114,1174.48,93.9584,29.362
60048,7.95,0.636,0.1988
60098,2410.94,192.8752,60.2735
60093,2344.96,187.5968,58.624
60096,2351.96,188.1568,58.799
60578,47.96,3.8368,1.199
60590,123.98,9.9184,3.0995
60601,76.95,6.156,1.9238
60564,49.99,3.9992,1.2498
60603,777.44,62.1952,19.436
60605,2316.97,185.3576,57.9243
60579,32.6,2.608,0.815
61156,2294.99,183.5992,57.3748
61128,49.97,3.9976,1.2493
61123,29.98,2.3984,0.7495
61117,120.0,9.6,3.0
61125,152.28,12.1824,3.807
61681,46.83,3.7464,1.1708
61711,902.46,72.1968,22.5615
61690,71.97,5.7576,1.7993
61680,38.88,3.1104,0.972
61706,37.29,2.9832,0.9323
61720,742.35,59.388,18.5588
61691,46.47,3.7176,1.1618
61707,128.97,10.3176,3.2243
61679,36.59,2.9272,0.9148
62189,34.98,2.7984,0.8745
62186,60.47,4.8376,1.5118
62223,1249.84,99.9872,31.246
62187,29.98,2.3984,0.7495
62214,564.26,45.1408,14.1065
62191,49.97,3.9976,1.2493
62182,33.98,2.7184,0.8495
62179,53.99,4.3192,1.3498
62667,2368.97,189.5176,59.2243
62666,2369.97,189.5976,59.2493
62647,32.6,2.608,0.815
62644,28.98,2.3184,0.7245
62684,571.72,45.7376,14.293
62650,79.47,6.3576,1.9868
62663,2337.27,186.9816,58.4318
63078,34.98,2.7984,0.8745
63071,78.48,6.2784,1.962
63086,71.97,5.7576,1.7993
63080,23.97,1.9176,0.5993
63082,94.97,7.5976,2.3743
63769,53.99,4.3192,1.3498
63802,792.34,63.3872,19.8085
63776,37.27,2.9816,0.9318
63788,39.99,3.1992,0.9998
64289,1120.49,89.6392,28.0123
64285,742.35,59.388,18.5588
64286,2393.06,191.4448,59.8265
64262,37.93,3.0344,0.9483
64261,34.89,2.7912,0.8723
64256,88.98,7.1184,2.2245
64264,23.97,1.9176,0.5993
65108,36.59,2.9272,0.9148
65099,84.98,6.7984,2.1245
65127,111.96,8.9568,2.799
65110,29.99,2.3992,0.7498
65126,71.97,5.7576,1.7993
65124,42.28,3.3824,1.057
65787,2384.07,190.7256,59.6018
65789,553.97,44.3176,13.8493
65773,2415.47,193.2376,60.3868
65788,564.48,45.1584,14.112
65792,578.46,46.2768,14.4615
65762,77.96,6.2368,1.949
65774,2416.45,193.316,60.4113
65764,54.98,4.3984,1.3745
65772,198.99,15.9192,4.9748
66282,29.48,2.3584,0.737
66277,49.48,3.9584,1.237
66315,1785.97,142.8776,44.6493
66279,32.6,2.608,0.815
66299,2297.28,183.7824,57.432
66276,36.59,2.9272,0.9148
66310,556.93,44.5544,13.9233
66309,603.49,48.2792,15.0873
66273,2.29,0.1832,0.0573
66314,1183.47,94.6776,29.5868
66300,2294.99,183.5992,57.3748
66811,2475.95,198.076,61.8988
66812,806.76,64.5408,20.169
66787,23.78,1.9024,0.5945
66799,64.47,5.1576,1.6118
66813,2394.97,191.5976,59.8743
66793,32.28,2.5824,0.807
66824,553.97,44.3176,13.8493
66796,23.97,1.9176,0.5993
66791,34.89,2.7912,0.8723
67257,1729.97,138.3976,43.2493
67221,94.46,7.5568,2.3615
67228,59.98,4.7984,1.4995
67253,2453.04,196.2432,61.326
67243,2362.27,188.9816,59.0568
67840,49.99,3.9992,1.2498
67857,99.57,7.9656,2.4893
67883,2366.96,189.3568,59.174
67855,36.27,2.9016,0.9068
67863,84.97,6.7976,2.1243
67869,93.97,7.5176,2.3493
67862,32.28,2.5824,0.807
67856,34.89,2.7912,0.8723
67898,600.46,48.0368,15.0115
67878,86.95,6.956,2.1738
67854,6.28,0.5024,0.157
67879,24.27,1.9416,0.6068
67896,1251.12,100.0896,31.278
68391,564.48,45.1584,14.112
68351,47.97,3.8376,1.1993
68390,588.96,47.1168,14.724
68353,27.96,2.2368,0.699
69364,564.26,45.1408,14.1065
69344,140.47,11.2376,3.5118
69366,839.48,67.1584,20.987
69370,2414.97,193.1976,60.3743
69329,59.98,4.7984,1.4995
69345,36.96,2.9568,0.924
70141,2349.96,187.9968,58.749
70159,1170.48,93.6384,29.262
70130,668.46,53.4768,16.7115
70155,548.98,43.9184,13.7245
70137,2359.98,188.7984,58.9995
70101,63.97,5.1176,1.5993
70102,63.97,5.1176,1.5993
70090,7.95,0.636,0.1988
70109,34.89,2.7912,0.8723
70144,2309.97,184.7976,57.7493
70138,893.47,71.4776,22.3368
70140,2394.45,191.556,59.8613
70692,67.93,5.4344,1.6983
70718,2376.96,190.1568,59.424
70688,36.27,2.9016,0.9068
70720,2414.99,193.1992,60.3748
70684,2.29,0.1832,0.0573
70702,37.29,2.9832,0.9323
70711,2366.94,189.3552,59.1735
70721,2365.94,189.2752,59.1485
70732,751.34,60.1072,18.7835
70715,801.77,64.1416,20.0443
70713,2394.95,191.596,59.8738
70686,6.28,0.5024,0.157
70708,35.0,2.8,0.875
70717,2297.28,183.7824,57.432
71257,2325.96,186.0768,58.149
71270,756.33,60.5064,18.9083
71238,86.45,6.916,2.1613
71274,628.97,50.3176,15.7243
71232,62.98,5.0384,1.5745
71250,2322.28,185.7824,58.057
71739,2361.95,188.956,59.0488
71761,2461.55,196.924,61.5388
71742,2332.28,186.5824,58.307
71719,23.97,1.9176,0.5993
71740,2374.98,189.9984,59.3745
71758,796.34,63.7072,19.9085
71759,1223.84,97.9072,30.596
71745,2376.96,190.1568,59.424
71734,47.94,3.8352,1.1985
71695,7.95,0.636,0.1988
72501,1120.49,89.6392,28.0123
72475,39.99,3.1992,0.9998
72483,2374.98,189.9984,59.3745
72440,120.0,9.6,3.0
72502,1198.97,95.9176,29.9743
72500,548.98,43.9184,13.7245
72506,1750.98,140.0784,43.7745
72459,128.97,10.3176,3.2243
72477,42.28,3.3824,1.057
72505,1784.96,142.7968,44.624
72465,30.97,2.4776,0.7743
72479,2394.97,191.5976,59.8743
72496,2393.06,191.4448,59.8265
72504,1750.98,140.0784,43.7745
72461,59.98,4.7984,1.4995
73089,1750.98,140.0784,43.7745
73084,565.47,45.2376,14.1368
73051,34.47,2.7576,0.8618
73083,2473.04,197.8432,61.826
73048,63.47,5.0776,1.5868
73050,25.48,2.0384,0.637
73088,1764.96,141.1968,44.124
74142,1174.48,93.9584,29.362
74112,29.99,2.3992,0.7498
74114,23.97,1.9176,0.5993
74117,119.98,9.5984,2.9995
74125,138.48,11.0784,3.462
74110,71.58,5.7264,1.7895
74127,2334.97,186.7976,58.3743
74390,23.97,1.9176,0.5993
74385,36.59,2.9272,0.9148
74397,89.97,7.1976,2.2493
74376,2.29,0.1832,0.0573
74388,98.97,7.9176,2.4743
74378,63.97,5.1176,1.5993
74377,63.47,5.0776,1.5868
74410,39.99,3.1992,0.9998
74391,128.97,10.3176,3.2243
74375,2.29,0.1832,0.0573
74631,29.99,2.3992,0.7498
74633,94.46,7.5568,2.3615
74638,133.49,10.6792,3.3373
74630,32.6,2.608,0.815
74886,23.78,1.9024,0.5945
74891,32.28,2.5824,0.807
74888,49.48,3.9584,1.237
74890,71.58,5.7264,1.7895
74910,37.29,2.9832,0.9323
75085,16.94,1.3552,0.4235
75107,56.97,4.5576,1.4243
75102,119.98,9.5984,2.9995
75104,12.94,1.0352,0.3235
75119,42.28,3.3824,1.057
